Clause,Reference,Description,Initial Assessment Points,Evidence/Artifact,Findings,Status
Article 12,52,"The Controller shall use a privacy policy and make it available to Data Subjects for their information prior to collecting their Personal Data. The policy shall specify the purpose of Collection, Personal Data to be collected, the means used for Collection, Processing, storage and Destruction, and information about the Data Subject rights and how to exercise such rights.","1. Is the following requirement implemented: The Controller shall use a privacy policy and make it available to Data Subjects for their information prior to collecting their Personal Data. The policy shall specify the purpose of Collection, Personal Data to be collected, the means used for Collection, Processing, storage and Destruction, and information about the Data Subject rights and how to exercise such rights.?
2. Are there controls or procedures verifying adherence to: The Controller shall use a privacy policy and make it available to Data Subjects for their information prior to collecting their Personal Data. The policy shall specify the purpose of Collection, Personal Data to be collected, the means used for Collection, Processing, storage and Destruction, and information about the Data Subject rights and how to exercise such rights.?","Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs; Consent Forms, Data Collection Notices; Data Retention & Disposal Policy, Data Deletion Logs",,
Article 13,53,"When collecting Personal Data directly from the Data Subject, the Controller shall take appropriate measures to inform the Data Subject of the following upon Collection:","1. Is the following requirement implemented: When collecting Personal Data directly from the Data Subject, the Controller shall take appropriate measures to inform the Data Subject of the following upon Collection:?
2. Are there controls or procedures verifying adherence to: When collecting Personal Data directly from the Data Subject, the Controller shall take appropriate measures to inform the Data Subject of the following upon Collection:?","Data Classification Policy, Records of Processing Activities; Consent Forms, Data Collection Notices",,
Article 13,54,"The legal basis for collecting their Personal Data. 2- The purpose of the Collection, and shall specify the Personal Data whose Collection is mandatory and the Personal Data whose Collection is optional. The Data Subject shall be informed that the Personal Data will not be subsequently processed in a manner inconsistent with the Collection purpose or in cases other than those stated in Article (10) of this Law.","1. Is the following requirement implemented: The legal basis for collecting their Personal Data. 2- The purpose of the Collection, and shall specify the Personal Data whose Collection is mandatory and the Personal Data whose Collection is optional. The Data Subject shall be informed that the Personal Data will not be subsequently processed in a manner inconsistent with the Collection purpose or in cases other than those stated in Article (10) of this Law.?
2. Are there controls or procedures verifying adherence to: The legal basis for collecting their Personal Data. 2- The purpose of the Collection, and shall specify the Personal Data whose Collection is mandatory and the Personal Data whose Collection is optional. The Data Subject shall be informed that the Personal Data will not be subsequently processed in a manner inconsistent with the Collection purpose or in cases other than those stated in Article (10) of this Law.?","Data Protection Policies, PDPL Implementation Procedures; Data Classification Policy, Records of Processing Activities; Consent Forms, Data Collection Notices",,
Article 13,55,"Unless the Collection is for security purposes, the identity of the person collecting the Personal Data and the address of its representative, if necessary.","1. Is the following requirement implemented: Unless the Collection is for security purposes, the identity of the person collecting the Personal Data and the address of its representative, if necessary.?
2. Are there controls or procedures verifying adherence to: Unless the Collection is for security purposes, the identity of the person collecting the Personal Data and the address of its representative, if necessary.?","Data Classification Policy, Records of Processing Activities; Consent Forms, Data Collection Notices; Access Control Policy, Encryption Evidence, Backup Procedures",,
Article 13,56,"The entities to which the Personal Data will be disclosed, the capacity of such entities, and whether the Personal Data will be transferred, disclosed or processed outside the Kingdom.","1. Is the following requirement implemented: The entities to which the Personal Data will be disclosed, the capacity of such entities, and whether the Personal Data will be transferred, disclosed or processed outside the Kingdom.?
2. Are there controls or procedures verifying adherence to: The entities to which the Personal Data will be disclosed, the capacity of such entities, and whether the Personal Data will be transferred, disclosed or processed outside the Kingdom.?","Data Classification Policy, Records of Processing Activities; Cross-Border Data Transfer Agreements, SDAIA Approvals",,
Article 13,57,The potential consequences and risks that may result from not collecting the Personal Data.,"1. Is the following requirement implemented: The potential consequences and risks that may result from not collecting the Personal Data.?
2. Are there controls or procedures verifying adherence to: The potential consequences and risks that may result from not collecting the Personal Data.?","Data Classification Policy, Records of Processing Activities",,
Article 13,58,The rights of the Data Subject pursuant to Article (4) herein.,"1. Has the organization established procedures to ensure The rights of the Data Subject pursuant to Article (4) herein.?
2. Can the Data Subject exercise this right effectively in practice?",,,
Article 13,59,Such other elements as set out in the Regulations based on the nature of the activity done by the Controller.,"1. Is the following requirement implemented: Such other elements as set out in the Regulations based on the nature of the activity done by the Controller.?
2. Are there controls or procedures verifying adherence to: Such other elements as set out in the Regulations based on the nature of the activity done by the Controller.?","Records of Processing Activities, Data Protection Policy",,
Article 14,60,"The Controller may not process Personal Data without taking sufficient steps to verify the Personal Data accuracy, completeness, timeliness and relevance to the purpose for which it is collected in accordance with the provisions of the Law.","1. Is the following requirement implemented: The Controller may not process Personal Data without taking sufficient steps to verify the Personal Data accuracy, completeness, timeliness and relevance to the purpose for which it is collected in accordance with the provisions of the Law.?
2. Are there controls or procedures verifying adherence to: The Controller may not process Personal Data without taking sufficient steps to verify the Personal Data accuracy, completeness, timeliness and relevance to the purpose for which it is collected in accordance with the provisions of the Law.?","Data Protection Policies, PDPL Implementation Procedures; Data Classification Policy, Records of Processing Activities",,
Article 15,61,The Controller may not Disclose Personal Data except in the following situations:,"1. Is the following requirement implemented: The Controller may not Disclose Personal Data except in the following situations:?
2. Are there controls or procedures verifying adherence to: The Controller may not Disclose Personal Data except in the following situations:?","Data Classification Policy, Records of Processing Activities",,
Article 15,62,Data Subject consents to the Disclosure in accordance with the provisions of the Law.,"1. Is the following requirement implemented: Data Subject consents to the Disclosure in accordance with the provisions of the Law.?
2. Are there controls or procedures verifying adherence to: Data Subject consents to the Disclosure in accordance with the provisions of the Law.?","Data Protection Policies, PDPL Implementation Procedures; Consent Forms, Privacy Notices, Consent Logs; Third-party Agreements, Data Sharing Logs",,
Article 15,63,Personal Data has been collected from a publicly available source.,"1. Is the following requirement implemented: Personal Data has been collected from a publicly available source.?
2. Are there controls or procedures verifying adherence to: Personal Data has been collected from a publicly available source.?","Data Classification Policy, Records of Processing Activities",,
Article 15,64,"The entity requesting Disclosure is a Public Entity, and the Collection or Processing of the Personal Data is required for public interest or security purposes, or to implement another law, to fulfill judicial requirements.","1. Is the following requirement implemented: The entity requesting Disclosure is a Public Entity, and the Collection or Processing of the Personal Data is required for public interest or security purposes, or to implement another law, to fulfill judicial requirements.?
2. Are there controls or procedures verifying adherence to: The entity requesting Disclosure is a Public Entity, and the Collection or Processing of the Personal Data is required for public interest or security purposes, or to implement another law, to fulfill judicial requirements.?","Data Protection Policies, PDPL Implementation Procedures; Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs; Consent Forms, Data Collection Notices; Third-party Agreements, Data Sharing Logs; Access Control Policy, Encryption Evidence, Backup Procedures",,
Article 15,65,"The Disclosure is necessary to protect public health, public safety, or to protect the lives or health of specific individuals.","1. Is the following requirement implemented: The Disclosure is necessary to protect public health, public safety, or to protect the lives or health of specific individuals.?
2. Are there controls or procedures verifying adherence to: The Disclosure is necessary to protect public health, public safety, or to protect the lives or health of specific individuals.?","Third-party Agreements, Data Sharing Logs",,
Article 15,66,The Disclosure will only involve subsequent Processing in a form that makes it impossible to directly or indirectly identify the Data Subject.,"1. Is the following requirement implemented: The Disclosure will only involve subsequent Processing in a form that makes it impossible to directly or indirectly identify the Data Subject.?
2. Are there controls or procedures verifying adherence to: The Disclosure will only involve subsequent Processing in a form that makes it impossible to directly or indirectly identify the Data Subject.?","Processing Register, Audit Logs; Third-party Agreements, Data Sharing Logs",,
Article 15,67,"The Disclosure is necessary to achieve legitimate interests of the Controller, without prejudice to the rights and interests of the Data Subject, and provided that no Sensitive Data is to be processed. The Regulations shall set out the provisions, controls and procedures related to what is stated in paragraphs (2) to (6) of this Article. Article 16 The Controller shall not disclose Personal Data in the situations stated in Paragraphs (1, 2, 5) and (6) of Article (15) if the Disclosure:","1. Is the following requirement implemented: The Disclosure is necessary to achieve legitimate interests of the Controller, without prejudice to the rights and interests of the Data Subject, and provided that no Sensitive Data is to be processed. The Regulations shall set out the provisions, controls and procedures related to what is stated in paragraphs (2) to (6) of this Article. Article 16 The Controller shall not disclose Personal Data in the situations stated in Paragraphs (1, 2, 5) and (6) of Article (15) if the Disclosure:?
2. Are there controls or procedures verifying adherence to: The Disclosure is necessary to achieve legitimate interests of the Controller, without prejudice to the rights and interests of the Data Subject, and provided that no Sensitive Data is to be processed. The Regulations shall set out the provisions, controls and procedures related to what is stated in paragraphs (2) to (6) of this Article. Article 16 The Controller shall not disclose Personal Data in the situations stated in Paragraphs (1, 2, 5) and (6) of Article (15) if the Disclosure:?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Third-party Agreements, Data Sharing Logs",,
Article 15,68,"Represents a threat to security, harms the reputation of the Kingdom, or conflicts with the interests of the Kingdom.","1. Is the following requirement implemented: Represents a threat to security, harms the reputation of the Kingdom, or conflicts with the interests of the Kingdom.?
2. Are there controls or procedures verifying adherence to: Represents a threat to security, harms the reputation of the Kingdom, or conflicts with the interests of the Kingdom.?","Access Control Policy, Encryption Evidence, Backup Procedures",,
Article 15,69,Affects the Kingdom’s relations with any other state.,"1. Is the following requirement implemented: Affects the Kingdom’s relations with any other state.?
2. Are there controls or procedures verifying adherence to: Affects the Kingdom’s relations with any other state.?",,,
Article 15,70,"Prevents the detection of a crime, affects the rights of an accused to a fair trial, or affects the integrity of existing criminal procedures.","1. Is the following requirement implemented: Prevents the detection of a crime, affects the rights of an accused to a fair trial, or affects the integrity of existing criminal procedures.?
2. Are there controls or procedures verifying adherence to: Prevents the detection of a crime, affects the rights of an accused to a fair trial, or affects the integrity of existing criminal procedures.?",,,
Article 15,71,Compromises the safety of an individual.,"1. Is the following requirement implemented: Compromises the safety of an individual.?
2. Are there controls or procedures verifying adherence to: Compromises the safety of an individual.?",,,
Article 15,72,"Results in violating the privacy of an individual other than the Data Subject, as set out in the Regulations.","1. Is the following requirement implemented: Results in violating the privacy of an individual other than the Data Subject, as set out in the Regulations.?
2. Are there controls or procedures verifying adherence to: Results in violating the privacy of an individual other than the Data Subject, as set out in the Regulations.?","Records of Processing Activities, Data Protection Policy",,
Article 15,73,Conflicts with the interests of a person that fully or partially lacks legal capacity.,"1. Is the following requirement implemented: Conflicts with the interests of a person that fully or partially lacks legal capacity.?
2. Are there controls or procedures verifying adherence to: Conflicts with the interests of a person that fully or partially lacks legal capacity.?",,,
Article 15,74,Violates legally established professional obligations.,"1. Is the following requirement implemented: Violates legally established professional obligations.?
2. Are there controls or procedures verifying adherence to: Violates legally established professional obligations.?",,,
Article 15,75,"Involves a violation of an obligation, procedure, or judicial decision.","1. Is the following requirement implemented: Involves a violation of an obligation, procedure, or judicial decision.?
2. Are there controls or procedures verifying adherence to: Involves a violation of an obligation, procedure, or judicial decision.?",,,
Article 15,76,Exposes the identity of a confidential source of information in a manner detrimental to the public interest.,"1. Is the following requirement implemented: Exposes the identity of a confidential source of information in a manner detrimental to the public interest.?
2. Are there controls or procedures verifying adherence to: Exposes the identity of a confidential source of information in a manner detrimental to the public interest.?",,,
Article 17,77,"If Personal Data is corrected, completed or updated, the Controller shall notify such amendment to all the other entities to which such Personal Data has been transferred and make the amendment available to such entities.","1. Does the Controller take appropriate action when If Personal Data is corrected, completed or updated, the Controller shall notify such amendment to all the other entities to which such Personal Data has been transferred and make the amendment available to such entities.?","Data Classification Policy, Records of Processing Activities; Cross-Border Data Transfer Agreements, SDAIA Approvals",,
Article 17,78,"The Regulations shall set out the time frames for correction and updating of Personal Data, types of correction, and the procedures required to avoid the consequences of Processing incorrect, inaccurate or outdated Personal Data.","1. Is the following requirement implemented: The Regulations shall set out the time frames for correction and updating of Personal Data, types of correction, and the procedures required to avoid the consequences of Processing incorrect, inaccurate or outdated Personal Data.?
2. Are there controls or procedures verifying adherence to: The Regulations shall set out the time frames for correction and updating of Personal Data, types of correction, and the procedures required to avoid the consequences of Processing incorrect, inaccurate or outdated Personal Data.?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs",,
Article 18,79,"The Controller shall, without undue delay, Destroy the Personal Data when no longer necessary for the purpose for which they were collected. However, the Controller may retain data after the purpose of the Collection ceases to exist; provided that it does not contain anything that may lead to specifically identifying Data Subject pursuant to the controls stipulated in the Regulations. 2- In the following cases, the Controller shall retain the Personal Data after the purpose of the Collection ceases to exist:","1. Is the following requirement implemented: The Controller shall, without undue delay, Destroy the Personal Data when no longer necessary for the purpose for which they were collected. However, the Controller may retain data after the purpose of the Collection ceases to exist; provided that it does not contain anything that may lead to specifically identifying Data Subject pursuant to the controls stipulated in the Regulations. 2- In the following cases, the Controller shall retain the Personal Data after the purpose of the Collection ceases to exist:?
2. Are there controls or procedures verifying adherence to: The Controller shall, without undue delay, Destroy the Personal Data when no longer necessary for the purpose for which they were collected. However, the Controller may retain data after the purpose of the Collection ceases to exist; provided that it does not contain anything that may lead to specifically identifying Data Subject pursuant to the controls stipulated in the Regulations. 2- In the following cases, the Controller shall retain the Personal Data after the purpose of the Collection ceases to exist:?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Consent Forms, Data Collection Notices",,
Article 18,80,"If there is a legal basis for retaining the Personal Data for a specific period, in which case the Personal Data shall be destroyed upon the lapse of that period or when the purpose of the Collection is satisfied, whichever longer. b) If the Personal Data is closely related to a case under consideration before a judicial authority and the retention of the Personal Data is required for that purpose, in which case the Personal Data shall be destroyed once the judicial procedures are concluded.","1. Does the Controller take appropriate action when If there is a legal basis for retaining the Personal Data for a specific period, in which case the Personal Data shall be destroyed upon the lapse of that period or when the purpose of the Collection is satisfied, whichever longer. b) If the Personal Data is closely related to a case under consideration before a judicial authority and the retention of the Personal Data is required for that purpose, in which case the Personal Data shall be destroyed once the judicial procedures are concluded.?","Data Classification Policy, Records of Processing Activities; Consent Forms, Data Collection Notices; Governance Structure, DPO Appointment Letter",,
Article 19,81,"The Controller shall implement all the necessary organizational, administrative and technical measures to protect Personal Data, including during the Transfer of Personal Data, in accordance with the provisions and controls set out in the Regulations.","1. Is the following requirement implemented: The Controller shall implement all the necessary organizational, administrative and technical measures to protect Personal Data, including during the Transfer of Personal Data, in accordance with the provisions and controls set out in the Regulations.?
2. Are there controls or procedures verifying adherence to: The Controller shall implement all the necessary organizational, administrative and technical measures to protect Personal Data, including during the Transfer of Personal Data, in accordance with the provisions and controls set out in the Regulations.?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Cross-Border Data Transfer Agreements, SDAIA Approvals",,
Article 20,82,"The Controller shall notify the Competent Authority upon knowing of any breach, damage, or illegal access to personal data, in accordance with the Regulations.","1. Is the following requirement implemented: The Controller shall notify the Competent Authority upon knowing of any breach, damage, or illegal access to personal data, in accordance with the Regulations.?
2. Are there controls or procedures verifying adherence to: The Controller shall notify the Competent Authority upon knowing of any breach, damage, or illegal access to personal data, in accordance with the Regulations.?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Governance Structure, DPO Appointment Letter; Incident Response Plan, Breach Notification Logs",,
Article 20,83,"The Controller shall notify the Data Subject of any breach, damage or illegal access to their Personal Data that would cause damage to their data or cause prejudice to their rights and interests, in accordance with the Regulations.","1. Is the following requirement implemented: The Controller shall notify the Data Subject of any breach, damage or illegal access to their Personal Data that would cause damage to their data or cause prejudice to their rights and interests, in accordance with the Regulations.?
2. Are there controls or procedures verifying adherence to: The Controller shall notify the Data Subject of any breach, damage or illegal access to their Personal Data that would cause damage to their data or cause prejudice to their rights and interests, in accordance with the Regulations.?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Incident Response Plan, Breach Notification Logs",,
Article 21,84,The Controller shall respond to the requests of the Data Subject pertaining to their rights under this Law within such period and in such method as set out in the Regulations.,"1. Is the following requirement implemented: The Controller shall respond to the requests of the Data Subject pertaining to their rights under this Law within such period and in such method as set out in the Regulations.?
2. Are there controls or procedures verifying adherence to: The Controller shall respond to the requests of the Data Subject pertaining to their rights under this Law within such period and in such method as set out in the Regulations.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy",,
Article 22,85,"The Controller shall conduct an impact assessment of Personal Data Processing in relation to any product or service, based on the nature of the activity carried out by the Controller, in accordance with the relevant provisions of the Regulations.","1. Is the following requirement implemented: The Controller shall conduct an impact assessment of Personal Data Processing in relation to any product or service, based on the nature of the activity carried out by the Controller, in accordance with the relevant provisions of the Regulations.?
2. Are there controls or procedures verifying adherence to: The Controller shall conduct an impact assessment of Personal Data Processing in relation to any product or service, based on the nature of the activity carried out by the Controller, in accordance with the relevant provisions of the Regulations.?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs",,
Article 23,86,"Without prejudice to this Law, the Regulations shall set out additional controls and procedures for the Processing of Health Data in a manner that ensures the privacy of the Data Subject and protects their rights under this Law. Such additional controls and procedures shall include the following:","1. Is compliance maintained with the provision: Without prejudice to this Law, the Regulations shall set out additional controls and procedures for the Processing of Health Data in a manner that ensures the privacy of the Data Subject and protects their rights under this Law. Such additional controls and procedures shall include the following:?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Processing Register, Audit Logs",,
Article 23,87,"Restricting the right to access Health Data, including medical files, to the minimum number of employees or workers and only to the extent necessary to provide the required Health Services.","1. Is the following requirement implemented: Restricting the right to access Health Data, including medical files, to the minimum number of employees or workers and only to the extent necessary to provide the required Health Services.?
2. Are there controls or procedures verifying adherence to: Restricting the right to access Health Data, including medical files, to the minimum number of employees or workers and only to the extent necessary to provide the required Health Services.?",,,
Article 23,88,"Restricting Health Data Processing procedures and operations to the minimum extent possible of employees and workers as necessary to provide Health Services or offer health insurance programs. Article 24 Without prejudice to this Law, the Regulations shall set out additional controls and procedures for the Processing of Credit Data in a manner that ensures the privacy of the Data Subject and protects their rights under this Law and the Credit Information Law. Such controls and procedures shall include the following:","1. Is the following requirement implemented: Restricting Health Data Processing procedures and operations to the minimum extent possible of employees and workers as necessary to provide Health Services or offer health insurance programs. Article 24 Without prejudice to this Law, the Regulations shall set out additional controls and procedures for the Processing of Credit Data in a manner that ensures the privacy of the Data Subject and protects their rights under this Law and the Credit Information Law. Such controls and procedures shall include the following:?
2. Are there controls or procedures verifying adherence to: Restricting Health Data Processing procedures and operations to the minimum extent possible of employees and workers as necessary to provide Health Services or offer health insurance programs. Article 24 Without prejudice to this Law, the Regulations shall set out additional controls and procedures for the Processing of Credit Data in a manner that ensures the privacy of the Data Subject and protects their rights under this Law and the Credit Information Law. Such controls and procedures shall include the following:?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Processing Register, Audit Logs",,
Article 23,89,"Implementing appropriate measures to verify that the Data Subject has given their explicit consent to the Collection of the Personal Data, changing the purpose of the Collection, or Disclosure or Publishing of the Personal Data in accordance with the provisions of this Law and the Credit Information Law.","1. Is the following requirement implemented: Implementing appropriate measures to verify that the Data Subject has given their explicit consent to the Collection of the Personal Data, changing the purpose of the Collection, or Disclosure or Publishing of the Personal Data in accordance with the provisions of this Law and the Credit Information Law.?
2. Are there controls or procedures verifying adherence to: Implementing appropriate measures to verify that the Data Subject has given their explicit consent to the Collection of the Personal Data, changing the purpose of the Collection, or Disclosure or Publishing of the Personal Data in accordance with the provisions of this Law and the Credit Information Law.?","Data Protection Policies, PDPL Implementation Procedures; Consent Forms, Privacy Notices, Consent Logs; Data Classification Policy, Records of Processing Activities; Consent Forms, Data Collection Notices; Third-party Agreements, Data Sharing Logs",,
Article 23,90,Requiring that the Data Subject be notified when a request for Disclosure of their Credit Data is received from any entity.,"1. Is the following requirement implemented: Requiring that the Data Subject be notified when a request for Disclosure of their Credit Data is received from any entity.?
2. Are there controls or procedures verifying adherence to: Requiring that the Data Subject be notified when a request for Disclosure of their Credit Data is received from any entity.?","Third-party Agreements, Data Sharing Logs",,
Article 25,91,"With the exception of the awareness-raising materials sent by Public Entities, Controller may not use personal means of communication, including the post and email, of the Data Subject to send advertising or awareness-raising materials, unless:","1. Is the following requirement implemented: With the exception of the awareness-raising materials sent by Public Entities, Controller may not use personal means of communication, including the post and email, of the Data Subject to send advertising or awareness-raising materials, unless:?
2. Are there controls or procedures verifying adherence to: With the exception of the awareness-raising materials sent by Public Entities, Controller may not use personal means of communication, including the post and email, of the Data Subject to send advertising or awareness-raising materials, unless:?",,,
Article 25,92,Obtaining the prior consent of the targeted recipient for such materials.,"1. Is the following requirement implemented: Obtaining the prior consent of the targeted recipient for such materials.?
2. Are there controls or procedures verifying adherence to: Obtaining the prior consent of the targeted recipient for such materials.?","Consent Forms, Privacy Notices, Consent Logs",,
Article 25,93,"The sender of the material shall provide a clear mechanism, as set out in the Regulations, that enables the targeted recipient to request stopping receiving such materials if they desire so.","1. Is the following requirement implemented: The sender of the material shall provide a clear mechanism, as set out in the Regulations, that enables the targeted recipient to request stopping receiving such materials if they desire so.?
2. Are there controls or procedures verifying adherence to: The sender of the material shall provide a clear mechanism, as set out in the Regulations, that enables the targeted recipient to request stopping receiving such materials if they desire so.?","Records of Processing Activities, Data Protection Policy",,
Article 25,94,"The Regulations shall set out the provisions concerning the aforementioned advertising and awareness-raising materials, as well as the conditions and situations concerning the consent of the recipient to receive aforementioned materials.","1. Is the following requirement implemented: The Regulations shall set out the provisions concerning the aforementioned advertising and awareness-raising materials, as well as the conditions and situations concerning the consent of the recipient to receive aforementioned materials.?
2. Are there controls or procedures verifying adherence to: The Regulations shall set out the provisions concerning the aforementioned advertising and awareness-raising materials, as well as the conditions and situations concerning the consent of the recipient to receive aforementioned materials.?","Records of Processing Activities, Data Protection Policy; Consent Forms, Privacy Notices, Consent Logs",,
Article 26,95,"With the exception of Sensitive Data, Personal Data may be processed for marketing purposes, if it is collected directly from the Data Subject and their consent is given in accordance with the provisions of Law; the Regulations shall set out the controls in such regard.","1. Is the following requirement implemented: With the exception of Sensitive Data, Personal Data may be processed for marketing purposes, if it is collected directly from the Data Subject and their consent is given in accordance with the provisions of Law; the Regulations shall set out the controls in such regard.?
2. Are there controls or procedures verifying adherence to: With the exception of Sensitive Data, Personal Data may be processed for marketing purposes, if it is collected directly from the Data Subject and their consent is given in accordance with the provisions of Law; the Regulations shall set out the controls in such regard.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Consent Forms, Privacy Notices, Consent Logs; Data Classification Policy, Records of Processing Activities",,
Article 27,96,"Personal data may be collected or processed for scientific, research, or statistical purposes without the consent of the Data Subject in the following situations:","1. Is the following requirement implemented: Personal data may be collected or processed for scientific, research, or statistical purposes without the consent of the Data Subject in the following situations:?
2. Are there controls or procedures verifying adherence to: Personal data may be collected or processed for scientific, research, or statistical purposes without the consent of the Data Subject in the following situations:?","Consent Forms, Privacy Notices, Consent Logs; Data Classification Policy, Records of Processing Activities",,
Article 27,97,If it does not specifically identify the Data Subject.,1. Does the Controller take appropriate action when If it does not specifically identify the Data Subject.?,,,
Article 27,98,"If evidence of the Data Subject’s identity will be destroyed during the Processing and prior to Disclosure of such data to any other entity, if it is not Sensitive Data. 3-If personal data is collected or processed for these purposes is required by another law or in implementation of a previous agreement to which the Data Subject is a party. The Regulations shall set out the controls required by the provisions of this Article.","1. Does the Controller take appropriate action when If evidence of the Data Subject’s identity will be destroyed during the Processing and prior to Disclosure of such data to any other entity, if it is not Sensitive Data. 3-If personal data is collected or processed for these purposes is required by another law or in implementation of a previous agreement to which the Data Subject is a party. The Regulations shall set out the controls required by the provisions of this Article.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Processing Register, Audit Logs; Third-party Agreements, Data Sharing Logs",,
Article 28,99,"It is not permissible to copy official documents where Data Subjects are identifiable, except where it is required by law, or when a competent public authority requests copying such documents pursuant to the Regulations.","1. Is the following requirement implemented: It is not permissible to copy official documents where Data Subjects are identifiable, except where it is required by law, or when a competent public authority requests copying such documents pursuant to the Regulations.?
2. Are there controls or procedures verifying adherence to: It is not permissible to copy official documents where Data Subjects are identifiable, except where it is required by law, or when a competent public authority requests copying such documents pursuant to the Regulations.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Governance Structure, DPO Appointment Letter",,
Article 29,100,"Subject to the provisions of Paragraph (2) of this Article, a Controller may Transfer Personal Data outside the Kingdom or disclose it to a party outside the Kingdom, in order to achieve any of the following purposes: A. If this is relating to performing an obligation under an agreement, to which the Kingdom is a party. B. If it is to serve the interests of the Kingdom. C. If this is to the performance of an obligation to which the Data Subject is a party D. If this is to fulfill other purposes as set out in the Regulations.","1. Is the following requirement implemented: Subject to the provisions of Paragraph (2) of this Article, a Controller may Transfer Personal Data outside the Kingdom or disclose it to a party outside the Kingdom, in order to achieve any of the following purposes: A. If this is relating to performing an obligation under an agreement, to which the Kingdom is a party. B. If it is to serve the interests of the Kingdom. C. If this is to the performance of an obligation to which the Data Subject is a party D. If this is to fulfill other purposes as set out in the Regulations.?
2. Are there controls or procedures verifying adherence to: Subject to the provisions of Paragraph (2) of this Article, a Controller may Transfer Personal Data outside the Kingdom or disclose it to a party outside the Kingdom, in order to achieve any of the following purposes: A. If this is relating to performing an obligation under an agreement, to which the Kingdom is a party. B. If it is to serve the interests of the Kingdom. C. If this is to the performance of an obligation to which the Data Subject is a party D. If this is to fulfill other purposes as set out in the Regulations.?","Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Cross-Border Data Transfer Agreements, SDAIA Approvals",,
Article 29,101,"The conditions that must be met when there is a Transfer or Disclosure of Personal Data, according to what is stated in Paragraph (1) of this Article, are as follows: A. The Transfer or Disclosure shall not cause any prejudice to national security or the vital interests of the Kingdom. B. There is an adequate level of protection for Personal Data outside the Kingdom. Such level of protection shall be at least equivalent to the level of protection guaranteed by the Law and Regulations, according to the results of an assessment conducted by the Competent Authority in coordination with whomever it deems appropriate from the other relevant authorities. C. The Transfer or Disclosure shall be limited to the minimum amount of Personal Data needed.","1. Is the following requirement implemented: The conditions that must be met when there is a Transfer or Disclosure of Personal Data, according to what is stated in Paragraph (1) of this Article, are as follows: A. The Transfer or Disclosure shall not cause any prejudice to national security or the vital interests of the Kingdom. B. There is an adequate level of protection for Personal Data outside the Kingdom. Such level of protection shall be at least equivalent to the level of protection guaranteed by the Law and Regulations, according to the results of an assessment conducted by the Competent Authority in coordination with whomever it deems appropriate from the other relevant authorities. C. The Transfer or Disclosure shall be limited to the minimum amount of Personal Data needed.?
2. Are there controls or procedures verifying adherence to: The conditions that must be met when there is a Transfer or Disclosure of Personal Data, according to what is stated in Paragraph (1) of this Article, are as follows: A. The Transfer or Disclosure shall not cause any prejudice to national security or the vital interests of the Kingdom. B. There is an adequate level of protection for Personal Data outside the Kingdom. Such level of protection shall be at least equivalent to the level of protection guaranteed by the Law and Regulations, according to the results of an assessment conducted by the Competent Authority in coordination with whomever it deems appropriate from the other relevant authorities. C. The Transfer or Disclosure shall be limited to the minimum amount of Personal Data needed.?","Data Protection Policies, PDPL Implementation Procedures; Records of Processing Activities, Data Protection Policy; Data Classification Policy, Records of Processing Activities; Third-party Agreements, Data Sharing Logs; Cross-Border Data Transfer Agreements, SDAIA Approvals; Governance Structure, DPO Appointment Letter; Access Control Policy, Encryption Evidence, Backup Procedures",,
Article 29,102,"Paragraph (2) of this Article shall not apply to cases of extreme necessity to preserve the life or vital interests of the Data Subject or to prevent, examine or treat disease.","1. Is the following requirement implemented: Paragraph (2) of this Article shall not apply to cases of extreme necessity to preserve the life or vital interests of the Data Subject or to prevent, examine or treat disease.?
2. Are there controls or procedures verifying adherence to: Paragraph (2) of this Article shall not apply to cases of extreme necessity to preserve the life or vital interests of the Data Subject or to prevent, examine or treat disease.?",,,
